cid,MolecularFormula,MolecularWeight,InChI,IUPACName,XLogP,ExactMass,INCHIKEY,ENVIRONMENTAL_CON_ID,SITE_CODE,ENVIRONMENTAL_COMPARTMENT,SAMPLE_DATE,STRESSOR_ID,STRESSOR_NAME,CAS,MEASURED_VALUE,MEASURED_UNIT,SITE_NAME,LATITUDE,LONGITUDE,COORDINATE_SYSTEM
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,577005,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,1879,fluroxypyr,69377-81-7,0.058,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
54778,C12H14ClNO2,239.70,"InChI=1S/C12H14ClNO2/c1-12(2)8-16-14(11(12)15)7-9-5-3-4-6-10(9)13/h3-6H,7-8H2,1-2H3","2-[(2-chlorophenyl)methyl]-4,4-dimethyl-1,2-oxazolidin-3-one",2.5,239.0713064,KIEDNEWSYUYDSN-UHFFFAOYSA-N,577006,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,175,clomazone,81777-89-1,0.02,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,577007,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,1173262,mandipropamid,374726-62-2,0.032,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
30479,C8H14N4OS,214.29,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3","4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one",1.7,214.08883226,FOXFZRUHNHCZPX-UHFFFAOYSA-N,577008,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,1297,metribuzin,21087-64-9,0.054,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
91692,C19H21ClN2O,328.8,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)",1-[(4-chlorophenyl)methyl]-1-cyclopentyl-3-phenylurea,4.8,328.1342410,OGYFATSSENRIKG-UHFFFAOYSA-N,577009,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,2312,pencycuron,66063-05-6,0.031,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
32490,C9H20N2O2,188.27,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",propyl N-[3-(dimethylamino)propyl]carbamate,1.2,188.152477885,WZZLDXDUQPOXNW-UHFFFAOYSA-N,577010,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,515,propamocarb,24579-73-5,0.37,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
92316,C10H7ClN2O,206.63,"InChI=1S/C10H7ClN2O/c11-9-6-8(14)10(13-12-9)7-4-2-1-3-5-7/h1-6H,(H,12,14)",6-chloro-3-phenyl-1H-pyridazin-4-one,2.4,206.0246905,ZUSHSDOEVHPTCU-UHFFFAOYSA-N,577011,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,2394,pyridafol,40020-01-7,0.24,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
115224,C10H9ClN4S,252.72,"InChI=1S/C10H9ClN4S/c11-9-2-1-8(5-13-9)6-15-3-4-16-10(15)14-7-12/h1-2,5H,3-4,6H2","[3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene]cyanamide",2.2,252.0236452,HOKKPVIRMVDYPB-UHFFFAOYSA-N,577012,VASSHAGLONA,Freshwater,2019-07-01T00:00:00Z,2562866,thiacloprid,111988-49-9,0.019,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
92389,C12H9ClN2O3,264.66,"InChI=1S/C12H9ClN2O3/c13-11-10(18-8-4-2-1-3-5-8)7-6-9(12(11)14)15(16)17/h1-7H,14H2",2-chloro-6-nitro-3-phenoxyaniline,3.8,264.0301698,DDBMQDADIHOWIC-UHFFFAOYSA-N,577013,VASSHAGLONA,Freshwater,2019-07-19T00:00:00Z,59,aclonifen,74070-46-5,0.014,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
2328,C10H12N2O3S,240.28,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2.8,240.05686342,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,577014,VASSHAGLONA,Freshwater,2019-07-19T00:00:00Z,99,bentazone,12705-05-4,0.02,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,577015,VASSHAGLONA,Freshwater,2019-07-19T00:00:00Z,124,boscalid,188425-85-6,0.016,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,577016,VASSHAGLONA,Freshwater,2019-07-19T00:00:00Z,1879,fluroxypyr,69377-81-7,0.056,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
30479,C8H14N4OS,214.29,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3","4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one",1.7,214.08883226,FOXFZRUHNHCZPX-UHFFFAOYSA-N,577017,VASSHAGLONA,Freshwater,2019-07-19T00:00:00Z,1297,metribuzin,21087-64-9,0.12,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
32490,C9H20N2O2,188.27,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",propyl N-[3-(dimethylamino)propyl]carbamate,1.2,188.152477885,WZZLDXDUQPOXNW-UHFFFAOYSA-N,577018,VASSHAGLONA,Freshwater,2019-07-19T00:00:00Z,515,propamocarb,24579-73-5,0.022,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
92316,C10H7ClN2O,206.63,"InChI=1S/C10H7ClN2O/c11-9-6-8(14)10(13-12-9)7-4-2-1-3-5-7/h1-6H,(H,12,14)",6-chloro-3-phenyl-1H-pyridazin-4-one,2.4,206.0246905,ZUSHSDOEVHPTCU-UHFFFAOYSA-N,577019,VASSHAGLONA,Freshwater,2019-07-19T00:00:00Z,2394,pyridafol,40020-01-7,0.02,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
2328,C10H12N2O3S,240.28,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2.8,240.05686342,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,577020,VASSHAGLONA,Freshwater,2019-08-05T00:00:00Z,99,bentazone,12705-05-4,0.045,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,577021,VASSHAGLONA,Freshwater,2019-08-05T00:00:00Z,124,boscalid,188425-85-6,0.01,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
30479,C8H14N4OS,214.29,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3","4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one",1.7,214.08883226,FOXFZRUHNHCZPX-UHFFFAOYSA-N,577022,VASSHAGLONA,Freshwater,2019-08-05T00:00:00Z,1297,metribuzin,21087-64-9,0.024,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
2328,C10H12N2O3S,240.28,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2.8,240.05686342,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,577023,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,99,bentazone,12705-05-4,0.018,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,577024,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,124,boscalid,188425-85-6,0.055,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,577025,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,1879,fluroxypyr,69377-81-7,0.086,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,577026,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,316,imidacloprid,105827-78-9,0.017,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,577027,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,1173262,mandipropamid,374726-62-2,0.049,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,577028,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.16,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
91692,C19H21ClN2O,328.8,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)",1-[(4-chlorophenyl)methyl]-1-cyclopentyl-3-phenylurea,4.8,328.1342410,OGYFATSSENRIKG-UHFFFAOYSA-N,577029,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,2312,pencycuron,66063-05-6,0.017,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
32490,C9H20N2O2,188.27,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",propyl N-[3-(dimethylamino)propyl]carbamate,1.2,188.152477885,WZZLDXDUQPOXNW-UHFFFAOYSA-N,577030,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,515,propamocarb,24579-73-5,0.015,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
92316,C10H7ClN2O,206.63,"InChI=1S/C10H7ClN2O/c11-9-6-8(14)10(13-12-9)7-4-2-1-3-5-7/h1-6H,(H,12,14)",6-chloro-3-phenyl-1H-pyridazin-4-one,2.4,206.0246905,ZUSHSDOEVHPTCU-UHFFFAOYSA-N,577031,VASSHAGLONA,Freshwater,2019-08-19T00:00:00Z,2394,pyridafol,40020-01-7,0.018,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
2328,C10H12N2O3S,240.28,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2.8,240.05686342,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,577032,VASSHAGLONA,Freshwater,2019-09-02T00:00:00Z,99,bentazone,12705-05-4,0.019,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,577033,VASSHAGLONA,Freshwater,2019-09-02T00:00:00Z,124,boscalid,188425-85-6,0.036,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
86418,C9H10ClN5O2,255.66,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)","N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",0.8,255.0523023,YWTYJOPNNQFBPC-UHFFFAOYSA-N,577034,VASSHAGLONA,Freshwater,2019-09-02T00:00:00Z,316,imidacloprid,105827-78-9,0.016,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,577035,VASSHAGLONA,Freshwater,2019-09-02T00:00:00Z,1173262,mandipropamid,374726-62-2,0.018,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,577036,VASSHAGLONA,Freshwater,2019-09-02T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.013,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
32490,C9H20N2O2,188.27,"InChI=1S/C9H20N2O2/c1-4-8-13-9(12)10-6-5-7-11(2)3/h4-8H2,1-3H3,(H,10,12)",propyl N-[3-(dimethylamino)propyl]carbamate,1.2,188.152477885,WZZLDXDUQPOXNW-UHFFFAOYSA-N,577037,VASSHAGLONA,Freshwater,2019-09-02T00:00:00Z,515,propamocarb,24579-73-5,0.011,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
92316,C10H7ClN2O,206.63,"InChI=1S/C10H7ClN2O/c11-9-6-8(14)10(13-12-9)7-4-2-1-3-5-7/h1-6H,(H,12,14)",6-chloro-3-phenyl-1H-pyridazin-4-one,2.4,206.0246905,ZUSHSDOEVHPTCU-UHFFFAOYSA-N,577038,VASSHAGLONA,Freshwater,2019-09-02T00:00:00Z,2394,pyridafol,40020-01-7,0.01,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,577039,VASSHAGLONA,Freshwater,2019-09-16T00:00:00Z,124,boscalid,188425-85-6,0.041,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,577040,VASSHAGLONA,Freshwater,2019-09-16T00:00:00Z,1173262,mandipropamid,374726-62-2,0.021,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
30479,C8H14N4OS,214.29,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3","4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one",1.7,214.08883226,FOXFZRUHNHCZPX-UHFFFAOYSA-N,577041,VASSHAGLONA,Freshwater,2019-09-16T00:00:00Z,1297,metribuzin,21087-64-9,0.023,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,577042,VASSHAGLONA,Freshwater,2019-09-30T00:00:00Z,124,boscalid,188425-85-6,0.017,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
213013,C18H12Cl2N2O,343.2,"InChI=1S/C18H12Cl2N2O/c19-13-9-7-12(8-10-13)14-4-1-2-6-16(14)22-18(23)15-5-3-11-21-17(15)20/h1-11H,(H,22,23)",2-chloro-N-[2-(4-chlorophenyl)phenyl]pyridine-3-carboxamide,4.9,342.0326684,WYEMLYFITZORAB-UHFFFAOYSA-N,577043,VASSHAGLONA,Freshwater,2019-10-14T00:00:00Z,124,boscalid,188425-85-6,0.046,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
11292824,C23H22ClNO4,411.9,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-6-17(16-21(20)27-3)12-13-25-23(26)22(29-15-5-2)18-7-9-19(24)10-8-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",2-(4-chlorophenyl)-N-[2-(3-methoxy-4-prop-2-ynoxyphenyl)ethyl]-2-prop-2-ynoxyacetamide,3.9,411.1237359,KWLVWJPJKJMCSH-UHFFFAOYSA-N,577044,VASSHAGLONA,Freshwater,2019-10-14T00:00:00Z,1173262,mandipropamid,374726-62-2,0.01,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,577045,VASSHAGLONA,Freshwater,2019-10-14T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.015,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
91692,C19H21ClN2O,328.8,"InChI=1S/C19H21ClN2O/c20-16-12-10-15(11-13-16)14-22(18-8-4-5-9-18)19(23)21-17-6-2-1-3-7-17/h1-3,6-7,10-13,18H,4-5,8-9,14H2,(H,21,23)",1-[(4-chlorophenyl)methyl]-1-cyclopentyl-3-phenylurea,4.8,328.1342410,OGYFATSSENRIKG-UHFFFAOYSA-N,577046,VASSHAGLONA,Freshwater,2019-10-14T00:00:00Z,2312,pencycuron,66063-05-6,0.027,ug/L,Vasshaglona,58.33533,8.459058,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576813,MØRDRE,Freshwater,2019-05-29T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.049,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
2328,C10H12N2O3S,240.28,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2.8,240.05686342,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,576814,MØRDRE,Freshwater,2019-06-18T00:00:00Z,99,bentazone,12705-05-4,0.43,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
2328,C10H12N2O3S,240.28,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2.8,240.05686342,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,576812,MØRDRE,Freshwater,2019-05-29T00:00:00Z,99,bentazone,12705-05-4,0.038,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
50465,C7H5Cl2FN2O3,255.03,"InChI=1S/C7H5Cl2FN2O3/c8-3-5(11)4(9)7(12-6(3)10)15-1-2(13)14/h1H2,(H2,11,12)(H,13,14)","2-(4-amino-3,5-dichloro-6-fluoropyridin-2-yl)oxyacetic acid",1.8,253.9661256,MEFQWPUMEMWTJP-UHFFFAOYSA-N,576815,MØRDRE,Freshwater,2019-06-18T00:00:00Z,1879,fluroxypyr,69377-81-7,0.11,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
7204,C9H9ClO3,200.62,"InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)",2-(4-chloro-2-methylphenoxy)acetic acid,2.6,200.0240218,WHKUVVPPKQRRBV-UHFFFAOYSA-N,576816,MØRDRE,Freshwater,2019-06-18T00:00:00Z,21,2-methyl-4-chlorophenoxyacetic acid (MCPA),3307-39-9,0.053,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
3034285,C22H17N3O5,403.4,"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+",methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,3.7,403.11682065,WFDXOXNFNRHQEC-GHRIWEEISA-N,576817,MØRDRE,Freshwater,2019-06-27T00:00:00Z,95,azoxystrobin,131860-33-8,0.026,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
2328,C10H12N2O3S,240.28,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3","2,2-dioxo-3-propan-2-yl-1H-2lambda6,1,3-benzothiadiazin-4-one",2.8,240.05686342,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,576818,MØRDRE,Freshwater,2019-06-27T00:00:00Z,99,bentazone,12705-05-4,0.32,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
11434448,C18H12Cl2F3N3O,414.2,"InChI=1S/C18H12Cl2F3N3O/c1-26-8-12(16(25-26)17(22)23)18(27)24-15-5-3-10(21)7-11(15)9-2-4-13(19)14(20)6-9/h2-8,17H,1H3,(H,24,27)","N-[2-(3,4-dichlorophenyl)-4-fluorophenyl]-3-(difluoromethyl)-1-methylpyrazole-4-carboxamide",4.7,413.0309519,LDLMOOXUCMHBMZ-UHFFFAOYSA-N,576819,MØRDRE,Freshwater,2019-06-27T00:00:00Z,700005,bixafen,581809-46-3,0.015,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
93365,C20H33NO,303.5,"InChI=1S/C20H33NO/c1-15(12-21-13-16(2)22-17(3)14-21)11-18-7-9-19(10-8-18)20(4,5)6/h7-10,15-17H,11-14H2,1-6H3/t15?,16-,17+","(2R,6S)-4-[3-(4-tert-butylphenyl)-2-methylpropyl]-2,6-dimethylmorpholine",5.2,303.256214676,RYAUSSKQMZRMAI-ALOPSCKCSA-N,576820,MØRDRE,Freshwater,2019-06-27T00:00:00Z,1066707,fenpropimorph,67564-91-4,0.052,ug/L,Mørdrebekken,60.10929,11.40108,WGS1984 UTM Zone 32N
